id,user_id,account_id,category,date,merchant,amount,currency,other,is_removed
PlxvED3bqoU3awzrxGxRhBmPE4Ey7VCQ47yrr,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-08-26,United Airlines,-500,USD,NULL,0
JpqvbDlE89SlrxnRkzkJHZN3wEw1gBuoLdevq,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-08-25,McDonald's,12,USD,NULL,0
kl63mW9yGkUMxAJb383aIwz46v6VjbIzbW1ed,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-08-25,Starbucks,4.33,USD,NULL,0
lkGx1nvZldfDdmJ53e31fwj1GyGnZrIEvZme7,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-08-23,FUN,89.4,USD,NULL,0
q3GPjyrRB9FoJ4KqMVMmHVZBWgWxaqtNqdy1R,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-08-10,Uber,6.33,USD,NULL,0
KoKvVDqnEZtqzL3nRlRKHa3xdVdBAWHGvVDaD,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-07-28,Uber,5.4,USD,NULL,0
rxGk5nzJ39HZjorqBnBgHPngG3Go5qiavlkVb,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-07-27,United Airlines,-500,USD,NULL,0
zeGp5XPm79HyVdNo9w96hPxnpRpbWoiwGoX1B,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-07-26,McDonald's,12,USD,NULL,0
BjME5bGRQ9IjMqpQVNVgFX3MRkReVwiAGwxNM,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-07-26,Starbucks,4.33,USD,NULL,0
3Rr4vAjKqdT1XrLZ7e7VTlxEL9LvmdtMaqVey,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-07-24,FUN,89.4,USD,NULL,0
xjG1Xn4rP5IzJvNQdRdDT7BDb8bRgQCJEnKR3,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-07-11,Uber,6.33,USD,NULL,0
dLkvJ6Wwp8slnw1pgJgBHlAPENEb5atD3Znx3,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-06-28,Uber,5.4,USD,NULL,0
aZ8v3bgeM9HdWJ1aw8wGhAGWZQZ6jbT197KxW,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-06-27,United Airlines,-500,USD,NULL,0
4RzNV57rKGToZQ4JbabvHbrzD6DwdnCnxdRwe,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-06-26,McDonald's,12,USD,NULL,0
NEBvnDzRGgczxaXgkrkdTMN4QbQ1P6Hn1WAq3,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-06-26,Starbucks,4.33,USD,NULL,0
PlxvED3bqoU3awzrxGxRhBmPE4Ey7VCQ47yre,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-06-24,FUN,89.4,USD,NULL,0
jW9BgnybAPi7emL3z8zWHMgWovo5Q3HZ31R8M,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-06-11,Uber,6.33,USD,NULL,0
7Kx7VDZpBluAgBVNMwMJHwbx6d61jvIMGgBKQ,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-05-29,Uber,5.4,USD,NULL,0
epGlJWAvo1SPJqzb848EtGnX9x9Lzjs7wL3lQ,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-05-28,United Airlines,-500,USD,NULL,0
QqdwWDxJKmtxvDoGa3aVhaAjQXQzZbH3dplWV,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-05-27,McDonald's,12,USD,NULL,0
Z4ZXjWQqNeIQvNmJReRBTxkgymyo8XCrjg1Dv,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-05-27,Starbucks,4.33,USD,NULL,0
M8zvZDr7AoSr3Bqjbmb8fJZaeMekgDieo9R8A,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-05-25,FUN,89.4,USD,NULL,0
1RqdwENlGmToL8pP494xHm7r9z9Me1CZw5PGb,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-05-12,Uber,6.33,USD,NULL,0
LkrvbDKVWofKBqlR8e87HAzdWqW4p9TlJPWyL,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-04-29,Uber,5.4,USD,NULL,0
pByNXnK5z9UkAdq9ZjZ5SrN5oDoAd9fExLQNL,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-04-28,United Airlines,-500,USD,NULL,0
ozG4Lnq5r9hkmwlJnenNSMnNGwGopJHk3RVno,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-04-27,McDonald's,12,USD,NULL,0
ggGKJWnb8ksNAkv1QZQoi9km8g8qdES4Xg7QL,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-04-27,Starbucks,4.33,USD,NULL,0
8rdeREMp3qsr9e4QbqbDfkDv545xGlFKywJVK,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-04-25,FUN,89.4,USD,NULL,0
EQpGrDm91vFGAnyZ3936Hmdqv8vb9VC9LX5PE,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-04-12,Uber,6.33,USD,NULL,0
Wx7v4DjRdzH6QEReyNypCVa1zkz4gDtwGlQ7v,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-03-30,Uber,5.4,USD,NULL,0
APZ89EAnepIAJn6gD9DBHlzybvbR54t6v1xla,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-03-29,United Airlines,-500,USD,NULL,0
GMgvkD9QpoSMlxZkvqvAIMjrWbWzZVHA417XZ,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-03-28,McDonald's,12,USD,NULL,0
nrGaJnl5Kws846gBeZepHeNpWxW8MBIKB6MND,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-03-28,Starbucks,4.33,USD,NULL,0
bMGvjWkx1gSQA3nMXpXqTeAzGrGLgDINwV61r,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-03-26,FUN,89.4,USD,NULL,0
mKGd9nR5qbu6aDd5p8pWCmnWyvyqB5CM5LQn3,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-03-13,Uber,6.33,USD,NULL,0
y7XLbnNVj5CBnXPZ4d4Kh3AKXDXn5QSWQy8bL,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-02-28,Uber,5.4,USD,NULL,0
9zaQwE18xKhAgnVE4L4KHVgkoEo17wtVmR9w7,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-02-27,United Airlines,-500,USD,NULL,0
vNwZRndq4ATKeXNDx9xWHzrWkZkAqDfnDWZB9,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-02-26,McDonald's,12,USD,NULL,0
RKav1Dd8roudN63G9x9XhE17VoVavWHXQRoWe,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-02-26,Starbucks,4.33,USD,NULL,0
6q3jBEQgzdtA6PLyWxWgHDJejdjM6AtbRgPpw,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-02-24,FUN,89.4,USD,NULL,0
XdevwW78aBT7ZdNK9r9oHPlwdEdjyNiPRdvqe,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-02-11,Uber,6.33,USD,NULL,0
DeLAwDb8MVHbexZaqjqGHWpl3R3xJBhE8vLxV,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-01-29,Uber,5.4,USD,NULL,0
V3jvgDPWxrFPejGNQbQrtGAM3v3d1bspJWZez,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-01-28,United Airlines,-500,USD,NULL,0
wPGM5maKNJIy1gL6jKjqhDWnEAElB6tq6r1j5,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-01-27,McDonald's,12,USD,NULL,0
5lBPVmeor6UAnle1N3NGHKyBX4X57mt3DZQMA,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-01-27,Starbucks,4.33,USD,NULL,0
JpqvbDlE89SlrxnRkzkJHZN3wEw1gBuoLdeqq,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-01-25,FUN,89.4,USD,NULL,0
kl63mW9yGkUMxAJb383aIwz46v6VjbIzbW1Kd,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2023-01-12,Uber,6.33,USD,NULL,0
lkGx1nvZldfDdmJ53e31fwj1GyGnZrIEvZm87,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-12-30,Uber,5.4,USD,NULL,0
q3GPjyrRB9FoJ4KqMVMmHVZBWgWxaqtNqdykR,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-12-29,United Airlines,-500,USD,NULL,0
KoKvVDqnEZtqzL3nRlRKHa3xdVdBAWHGvVDbD,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-12-28,McDonald's,12,USD,NULL,0
rxGk5nzJ39HZjorqBnBgHPngG3Go5qiavlkgb,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-12-28,Starbucks,4.33,USD,NULL,0
zeGp5XPm79HyVdNo9w96hPxnpRpbWoiwGoXWB,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-12-26,FUN,89.4,USD,NULL,0
BjME5bGRQ9IjMqpQVNVgFX3MRkReVwiAGwxnM,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-12-13,Uber,6.33,USD,NULL,0
3Rr4vAjKqdT1XrLZ7e7VTlxEL9LvmdtMaqV3y,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-11-30,Uber,5.4,USD,NULL,0
xjG1Xn4rP5IzJvNQdRdDT7BDb8bRgQCJEnKv3,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-11-29,United Airlines,-500,USD,NULL,0
dLkvJ6Wwp8slnw1pgJgBHlAPENEb5atD3Zne3,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-11-28,McDonald's,12,USD,NULL,0
aZ8v3bgeM9HdWJ1aw8wGhAGWZQZ6jbT197KLW,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-11-28,Starbucks,4.33,USD,NULL,0
4RzNV57rKGToZQ4JbabvHbrzD6DwdnCnxdR7e,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-11-26,FUN,89.4,USD,NULL,0
NEBvnDzRGgczxaXgkrkdTMN4QbQ1P6Hn1WAm3,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-11-13,Uber,6.33,USD,NULL,0
PlxvED3bqoU3awzrxGxRhBmPE4Ey7VCQ47yZe,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-10-31,Uber,5.4,USD,NULL,0
jW9BgnybAPi7emL3z8zWHMgWovo5Q3HZ31RqM,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-10-30,United Airlines,-500,USD,NULL,0
7Kx7VDZpBluAgBVNMwMJHwbx6d61jvIMGgBLQ,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-10-29,McDonald's,12,USD,NULL,0
epGlJWAvo1SPJqzb848EtGnX9x9Lzjs7wL31Q,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-10-29,Starbucks,4.33,USD,NULL,0
QqdwWDxJKmtxvDoGa3aVhaAjQXQzZbH3dplEV,985913ca-926c-4fcb-a5ac-3c59c4ad0fb0,7Kx7VDZpBluAgBVNMwMJH7yMrKDqjvh63VrDG,[object Object],2022-10-27,FUN,89.4,USD,NULL,0
